host_is_superhost,host_identity_verified,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,price
0,0,Hotel1,Entire home/apt,4,1,1,2,Real Bed,53,95,10,10,10,10,10,strict,68
0,0,Apartment,Hotel room,4,1,1,2,Real Bed,17,85,9,9,10,10,8,flexible,100
1,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,21,99,10,10,10,10,9,strict,119
0,1,House,Private room,2,1.5,1,1,Real Bed,22,92,9,10,10,9,9,strict,42
0,0,Apartment,Entire home/apt,3,1,2,2,Real Bed,24,95,10,9,9,10,10,strict,130
1,0,Apartment,Private room,1,1,1,1,Real Bed,18,99,10,10,10,10,10,flexible,30
1,0,Apartment,Private room,2,1,1,1,Real Bed,11,98,10,10,10,10,10,moderate,75
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,13,98,9,10,10,10,9,flexible,100
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,25,100,10,10,10,10,10,flexible,60
1,1,Apartment,Entire home/apt,6,1,1,3,Real Bed,12,88,10,10,10,10,9,strict,139
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,19,97,10,10,10,9,10,strict,150
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,18,91,10,9,10,9,9,strict,150
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,18,93,9,9,9,9,9,strict,150
0,0,Apartment,Entire home/apt,6,2,2,3,Real Bed,36,91,9,10,10,9,9,strict,150
0,0,Apartment,Entire home/apt,4,2,2,2,Real Bed,18,94,9,9,9,10,9,moderate,350
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,31,90,9,10,10,10,9,strict,50
1,0,Apartment,Private room,3,1,1,1,Real Bed,13,97,10,10,10,10,10,flexible,50
1,0,House,Private room,4,2.5,1,3,Real Bed,46,97,10,10,10,9,9,flexible,57
0,0,Apartment,Private room,2,1,1,1,Real Bed,11,91,10,9,9,10,9,strict,109
0,0,Apartment,Shared room,2,1,1,2,Real Bed,29,82,8,8,9,9,8,strict,35
0,0,Apartment,Private room,2,1.5,0,2,Real Bed,12,82,9,10,9,9,8,strict,78
1,1,Apartment,Private room,2,1,1,1,Real Bed,30,98,10,10,10,10,10,strict,45
1,1,Apartment,Private room,2,1,1,1,Real Bed,14,97,10,10,10,10,10,strict,80
0,0,Apartment,Private room,2,1.5,1,1,Real Bed,20,90,9,9,10,9,9,strict,70
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,12,80,9,9,9,10,8,strict,65
0,1,House,Entire home/apt,5,1,3,3,Real Bed,10,94,10,10,10,9,9,strict,215
0,1,Apartment,Private room,1,1,1,1,Real Bed,10,93,8,10,10,10,9,flexible,30
1,0,House,Private room,1,1,1,1,Real Bed,36,97,10,10,10,9,10,moderate,10
1,1,Apartment,Private room,2,1.5,1,1,Real Bed,14,97,10,10,10,10,10,flexible,40
0,0,House,Private room,1,1,1,1,Real Bed,18,91,9,9,9,9,9,moderate,20
1,0,House,Private room,2,1,1,2,Real Bed,26,99,10,10,10,10,10,moderate,44
1,1,Apartment,Private room,2,1,1,1,Real Bed,20,100,10,10,10,10,10,flexible,67
1,0,Apartment,Entire home/apt,5,1,3,3,Real Bed,17,99,10,10,10,9,10,moderate,120
0,0,Apartment,Private room,1,1,1,1,Real Bed,12,93,10,10,10,10,9,flexible,30
0,0,House,Entire home/apt,4,2.5,2,4,Real Bed,12,100,10,10,10,9,9,strict,130
0,0,Apartment,Entire home/apt,6,1,3,4,Real Bed,15,86,9,9,8,10,9,strict,179
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,27,99,9,10,10,10,10,strict,128
1,0,Apartment,Entire home/apt,3,1,1,1,Real Bed,10,96,9,10,9,10,10,strict,120
1,0,Apartment,Entire home/apt,5,2,2,2,Real Bed,11,100,10,10,10,9,9,moderate,190
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,22,90,10,10,10,9,9,strict,59
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,13,91,10,9,9,10,9,moderate,130
1,1,Apartment,Private room,2,1,1,1,Real Bed,50,95,10,10,10,9,10,strict,35
0,0,Apartment,Private room,1,1,1,0,Real Bed,11,91,9,10,10,9,9,flexible,45
0,1,Apartment,Entire home/apt,6,1,1,3,Real Bed,17,95,10,10,10,10,10,strict,99
1,0,Apartment,Private room,2,1,1,1,Real Bed,13,98,10,10,10,10,10,moderate,38
0,0,Apartment,Entire home/apt,8,1,1,4,Real Bed,19,94,10,10,10,10,9,strict,249
0,0,Apartment,Private room,1,1,1,1,Real Bed,14,91,9,9,9,9,9,strict,70
1,1,House,Entire home/apt,2,1,1,1,Real Bed,28,99,10,10,10,10,10,strict,112
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,10,98,10,10,10,10,9,flexible,100
0,1,House,Entire home/apt,8,2,3,4,Real Bed,14,89,9,9,10,10,8,moderate,400
1,0,Apartment,Private room,2,1,1,1,Real Bed,37,95,9,10,9,10,9,moderate,49
0,0,Apartment,Entire home/apt,8,3,3,5,Real Bed,16,71,8,8,7,9,8,strict,350
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,25,100,10,10,10,10,10,flexible,75
0,1,Apartment,Entire home/apt,8,1,2,3,Real Bed,14,91,10,10,10,10,9,flexible,110
1,0,Apartment,Private room,2,1,1,1,Real Bed,40,99,10,10,10,10,10,moderate,60
1,0,House,Private room,2,1,1,1,Real Bed,37,99,10,10,10,10,10,flexible,50
0,0,House,Private room,1,2,1,1,Real Bed,11,93,9,10,10,9,9,moderate,22
1,0,House,Private room,4,1,2,2,Real Bed,22,100,10,10,10,10,10,flexible,90
1,0,House,Private room,3,2.5,1,3,Real Bed,38,95,10,10,9,9,10,flexible,57
0,0,House,Private room,1,1,1,1,Real Bed,18,96,10,10,10,9,10,moderate,23
1,1,Apartment,Private room,2,1,1,1,Real Bed,18,96,10,10,10,9,9,strict,58
0,0,Apartment,Private room,2,1.5,1,1,Real Bed,21,79,8,8,8,9,8,strict,65
1,0,House,Private room,2,2.5,1,1,Real Bed,28,99,10,10,10,10,10,flexible,37
0,0,House,Private room,2,1,1,1,Real Bed,11,76,9,9,8,9,9,flexible,45
0,0,House,Private room,2,1,1,1,Real Bed,23,97,10,9,10,10,10,flexible,59
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,18,99,10,10,10,10,10,moderate,85
0,0,Apartment,Entire home/apt,4,1,1,3,Real Bed,32,98,10,10,10,9,9,strict,150
0,0,Apartment,Entire home/apt,6,1,2,3,Real Bed,29,85,8,9,9,8,9,moderate,143
0,0,Apartment,Entire home/apt,6,2,2,3,Real Bed,16,85,9,9,9,10,8,strict,275
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,21,90,10,10,10,10,9,strict,139
1,0,Apartment,Entire home/apt,6,2,2,3,Real Bed,31,99,10,10,10,10,10,moderate,150
1,1,House,Private room,1,1.5,3,1,Real Bed,43,95,10,10,10,10,10,flexible,34
0,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,17,95,10,9,9,10,10,super_strict_60,124
0,1,House,Private room,1,1,1,1,Real Bed,32,95,10,10,10,10,10,super_strict_60,52
0,1,House,Private room,1,1,1,1,Real Bed,17,93,10,10,10,10,10,super_strict_60,60
0,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,16,95,10,10,10,10,9,super_strict_60,124
0,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,12,98,10,10,10,10,10,super_strict_60,116
0,0,Apartment,Entire home/apt,8,1.5,3,3,Real Bed,14,92,10,10,10,10,10,flexible,187
0,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,15,95,10,10,9,10,9,super_strict_60,116
0,0,Apartment,Entire home/apt,3,1,1,2,Real Bed,17,92,9,10,10,10,9,flexible,165
1,0,House,Private room,2,1,1,1,Real Bed,43,98,10,10,10,10,10,strict,70
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,13,80,9,8,8,10,8,moderate,80
1,0,Apartment,Private room,1,1,1,1,Real Bed,48,98,10,10,10,10,10,flexible,50
1,0,Apartment,Private room,2,1,1,1,Real Bed,27,99,10,10,10,10,10,strict,41
1,0,Apartment,Private room,1,1,1,1,Real Bed,15,96,10,10,10,10,10,flexible,30
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,20,100,10,10,10,10,10,strict,75
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,19,92,9,9,9,9,9,flexible,150
1,0,Apartment,Private room,2,1,1,1,Real Bed,17,98,10,10,10,10,10,moderate,45
0,0,Apartment,Entire home/apt,3,1,1,2,Real Bed,27,96,10,10,10,10,9,strict,119
0,1,Apartment,Entire home/apt,6,1.5,3,3,Real Bed,15,100,10,10,10,10,10,strict,500
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,14,91,9,10,10,10,9,moderate,149
1,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,29,99,10,10,10,10,10,moderate,119
1,0,House,Private room,1,2,1,1,Real Bed,10,96,10,10,10,10,9,flexible,21
0,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,16,99,10,10,10,10,10,flexible,195
0,0,Apartment,Entire home/apt,5,2,2,3,Real Bed,11,95,9,9,10,9,10,strict,150
1,0,Apartment,Private room,2,1,1,2,Real Bed,38,99,10,10,10,10,10,flexible,50
0,0,Apartment,Entire home/apt,2,1,1,2,Real Bed,10,98,9,10,10,10,10,flexible,8
1,0,House,Private room,2,1.5,1,1,Real Bed,27,96,10,10,10,10,10,strict,55
0,1,House,Private room,2,0,1,1,Real Bed,26,93,9,10,10,10,10,moderate,49
1,0,House,Private room,2,1.5,1,1,Real Bed,16,100,10,10,10,10,10,strict,49
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,40,94,10,10,10,10,9,strict,80
0,1,Apartment,Entire home/apt,2,1,5,1,Real Bed,12,93,10,10,9,10,10,flexible,106
1,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,95,10,10,10,10,10,strict,76
0,0,Apartment,Entire home/apt,4,1,2,3,Real Bed,12,95,9,10,9,10,9,moderate,310
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,20,84,10,9,9,10,9,moderate,151
0,1,House,Private room,4,1.5,2,2,Real Bed,17,92,9,10,10,10,9,strict,125
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,11,87,9,10,9,10,9,moderate,97
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,22,83,9,9,9,10,8,moderate,139
0,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,24,87,9,9,9,9,9,flexible,90
1,0,Apartment,Entire home/apt,6,2,2,3,Real Bed,16,98,10,9,9,10,10,moderate,100
1,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,12,97,10,10,10,10,10,moderate,100
1,0,Apartment,Entire home/apt,4,1,1,1,Real Bed,11,98,10,10,10,10,10,strict,100
1,0,Hotel1,Hotel room,2,1,1,2,Real Bed,38,98,10,10,10,10,10,moderate,90
1,0,Apartment,Private room,2,1,1,1,Real Bed,12,100,10,10,10,10,9,strict,60
0,0,Apartment,Private room,2,1,1,1,Real Bed,32,93,9,10,10,9,10,moderate,35
0,0,House,Private room,2,1.5,1,1,Real Bed,12,98,10,10,10,10,9,strict,40
1,0,Apartment,Entire home/apt,1,1,1,1,Real Bed,79,96,9,10,10,10,10,strict,60
1,1,Apartment,Private room,1,1,1,1,Real Bed,30,99,10,10,10,10,10,flexible,25
1,0,House,Entire home/apt,2,1.5,1,1,Real Bed,22,98,10,10,10,10,10,flexible,60
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,10,100,10,10,10,9,10,moderate,45
1,0,Apartment,Private room,2,1,1,1,Real Bed,24,100,10,10,10,10,10,flexible,60
0,0,House,Private room,2,2,1,1,Real Bed,50,80,9,9,9,9,8,flexible,45
0,0,Apartment,Entire home/apt,4,1,0,1,Real Bed,12,70,8,10,8,9,7,strict,99
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,21,94,10,9,10,10,9,moderate,132
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,13,95,10,10,10,10,9,strict,85
0,0,House,Private room,2,2,1,1,Real Bed,60,83,9,9,9,9,9,flexible,45
0,0,Apartment,Private room,2,1,1,1,Real Bed,23,98,10,10,10,10,10,moderate,45
0,0,Apartment,Private room,2,1.5,1,1,Real Bed,10,92,10,9,9,9,9,strict,65
0,0,House,Private room,2,2,1,1,Real Bed,58,77,8,8,8,9,8,flexible,45
1,0,Apartment,Entire home/apt,6,1,3,3,Real Bed,22,100,10,10,10,10,10,strict,119
0,0,House,Private room,3,1,1,1,Real Bed,13,94,9,10,10,9,9,flexible,65
1,0,Apartment,Private room,1,1,1,1,Real Bed,39,95,10,10,10,9,9,strict,36
1,0,Apartment,Private room,2,1,1,1,Real Bed,15,100,10,10,10,10,10,strict,60
0,1,Apartment,Entire home/apt,6,2,2,3,Real Bed,16,73,7,8,8,9,7,moderate,120
1,0,Apartment,Entire home/apt,2,1,1,2,Real Bed,21,100,10,10,10,10,10,strict,100
1,0,House,Entire home/apt,5,2.5,3,4,Real Bed,23,100,10,10,10,10,10,moderate,350
1,0,Apartment,Entire home/apt,3,1,1,2,Real Bed,20,98,10,10,9,10,10,strict,165
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,16,78,8,10,9,9,8,strict,90
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,26,91,9,10,10,10,9,strict,130
0,0,House,Private room,2,1,1,1,Real Bed,14,97,9,10,10,10,10,strict,38
0,1,Apartment,Entire home/apt,5,1,2,3,Real Bed,10,82,7,10,10,9,9,strict,139
0,0,House,Private room,2,2,1,1,Real Bed,12,87,9,9,10,9,9,strict,50
0,0,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,15,96,9,10,10,10,10,flexible,80
0,0,House,Private room,4,2,1,0,Real Bed,53,83,9,9,9,10,9,flexible,45
1,1,Apartment,Entire home/apt,4,2,2,2,Real Bed,55,97,10,10,10,9,10,moderate,120
1,0,Apartment,Entire home/apt,6,2,2,3,Real Bed,38,99,10,10,10,10,10,moderate,180
0,0,House,Private room,2,2,1,1,Real Bed,44,75,8,9,8,9,8,flexible,45
0,0,Apartment,Entire home/apt,6,2.5,2,3,Real Bed,12,93,10,9,10,10,9,strict,250
0,0,Apartment,Entire home/apt,4,1.5,1,2,Real Bed,11,93,9,10,10,10,9,moderate,138
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,35,88,8,10,10,10,9,strict,90
0,0,Apartment,Entire home/apt,8,1,2,2,Real Bed,13,88,9,10,10,10,9,flexible,150
1,1,Apartment,Entire home/apt,2,1,2,1,Real Bed,11,96,9,10,10,10,9,strict,116
0,0,Apartment,Private room,2,1.5,1,1,Real Bed,12,88,8,9,10,10,9,strict,50
1,0,Apartment,Entire home/apt,8,2.5,4,4,Real Bed,18,100,10,10,10,10,10,strict,400
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,23,95,9,10,10,9,9,moderate,60
1,1,Apartment,Private room,2,1,1,1,Real Bed,28,99,10,10,10,10,10,flexible,46
0,0,Apartment,Entire home/apt,3,1,1,2,Real Bed,13,72,8,10,9,8,8,strict,72
0,0,Apartment,Private room,2,1,1,1,Real Bed,24,86,9,9,9,9,9,strict,58
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,17,91,10,9,10,9,9,flexible,80
0,0,Apartment,Entire home/apt,6,1,2,4,Real Bed,15,91,9,9,10,10,9,flexible,48
0,0,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,14,63,7,6,8,8,7,strict,192
0,0,House,Private room,2,1.5,1,1,Real Bed,22,84,9,9,9,8,9,strict,30
0,0,Apartment,Private room,1,1,1,1,Real Bed,13,98,9,10,10,10,10,flexible,39
0,0,House,Private room,2,1.5,1,1,Real Bed,12,88,9,10,9,9,9,flexible,29
0,0,House,Private room,1,2,1,1,Real Bed,14,89,9,9,9,9,9,moderate,22
1,0,House,Private room,2,1,1,1,Real Bed,37,98,10,10,10,10,10,strict,27
0,0,House,Private room,2,1,0,1,Real Bed,25,89,9,10,10,10,9,strict,77
0,0,Apartment,Entire home/apt,1,1.5,1,1,Real Bed,41,68,8,8,8,8,8,flexible,126
1,0,Apartment,Private room,2,1,1,1,Real Bed,14,97,10,10,10,10,10,flexible,60
0,0,House,Private room,1,1.5,1,1,Real Bed,19,93,10,10,10,10,10,flexible,30
1,0,Apartment,Entire home/apt,4,1,1,1,Real Bed,14,96,9,10,10,10,9,strict,105
1,0,Apartment,Private room,2,1,1,1,Real Bed,14,97,10,10,10,10,10,strict,50
0,0,House,Private room,5,2,1,2,Real Bed,60,90,8,10,10,9,9,moderate,36
0,0,Apartment,Private room,2,1,1,1,Real Bed,34,90,9,9,9,9,9,strict,50
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,21,93,9,10,10,10,10,flexible,95
1,0,Apartment,Entire home/apt,5,2,2,2,Real Bed,10,98,10,10,10,9,9,strict,70
0,0,House,Private room,3,2,1,2,Real Bed,15,83,8,8,8,9,9,moderate,29
1,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,100,10,10,10,9,10,moderate,80
1,0,Apartment,Private room,2,1,1,1,Real Bed,36,98,10,10,10,10,10,strict,100
1,1,Apartment,Entire home/apt,6,1,3,3,Real Bed,47,99,10,10,10,10,10,strict,143
1,0,Apartment,Private room,2,1,1,1,Real Bed,14,97,10,9,10,9,10,moderate,25
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,36,92,10,9,10,10,9,strict,125
0,0,Apartment,Entire home/apt,4,1,1,3,Real Bed,15,87,10,10,10,10,9,strict,120
1,0,Apartment,Private room,2,1,1,1,Real Bed,16,99,10,10,10,10,10,moderate,55
0,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,14,93,9,10,10,10,9,strict,120
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,16,90,9,9,10,10,9,strict,130
0,0,House,Private room,2,1,1,2,Real Bed,20,86,9,9,10,9,9,strict,19
0,1,Apartment,Entire home/apt,6,1,2,3,Real Bed,13,91,9,9,10,10,10,flexible,120
0,0,House,Shared room,1,1,1,1,Real Bed,11,85,9,9,9,9,9,strict,11
0,0,House,Shared room,1,1,1,1,Real Bed,15,89,9,9,10,9,9,strict,11
1,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,14,99,10,10,10,10,10,moderate,77
0,0,House,Shared room,1,1,1,1,Real Bed,13,85,7,9,9,9,9,strict,11
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,13,94,9,10,10,10,9,moderate,119
1,1,Apartment,Entire home/apt,5,1,1,2,Real Bed,24,99,10,10,10,10,10,moderate,191
1,1,Apartment,Private room,2,1,1,1,Real Bed,39,99,10,10,10,10,9,strict,65
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,93,10,10,10,10,9,flexible,75
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,21,96,9,10,10,10,9,moderate,90
0,0,Apartment,Private room,8,2,2,5,Real Bed,17,91,9,10,10,10,9,flexible,220
0,0,Apartment,Private room,1,1.5,1,1,Real Bed,19,75,7,9,9,9,8,strict,35
1,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,16,95,10,10,10,9,9,flexible,65
1,0,House,Private room,1,1.5,1,1,Real Bed,38,95,10,10,10,10,10,moderate,22
0,0,Apartment,Private room,2,1,1,0,Real Bed,13,100,10,10,10,9,10,moderate,40
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,19,85,9,9,9,9,8,flexible,85
1,0,Apartment,Private room,2,1,1,1,Real Bed,14,97,10,10,10,9,9,flexible,52
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,10,98,10,10,10,10,10,strict,99
1,0,Apartment,Private room,2,1,1,1,Real Bed,29,98,10,10,10,10,10,strict,42
0,0,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,14,97,9,10,10,9,10,flexible,119
0,0,Apartment,Entire home/apt,4,2,2,2,Real Bed,21,90,10,10,9,10,9,moderate,145
1,0,House,Private room,1,1.5,1,1,Real Bed,17,98,10,10,10,10,10,flexible,29
0,0,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,15,92,9,10,9,10,9,strict,82
0,0,Apartment,Entire home/apt,5,2,2,2,Real Bed,17,78,10,9,7,9,8,strict,300
1,0,Apartment,Entire home/apt,4,2,2,2,Real Bed,23,97,10,10,10,10,10,moderate,129
1,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,13,97,10,10,10,10,10,strict,100
1,0,House,Private room,2,1,1,2,Real Bed,89,99,10,10,10,10,10,moderate,58
1,0,House,Private room,2,1,1,1,Real Bed,12,95,10,10,10,9,9,strict,45
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,43,84,8,9,9,9,9,strict,57
1,0,House,Entire home/apt,4,1.5,3,4,Real Bed,20,99,10,10,10,10,10,flexible,200
0,0,Apartment,Private room,2,1,1,1,Real Bed,32,92,10,10,10,10,9,strict,40
1,0,Apartment,Entire home/apt,2,1,1,2,Real Bed,29,97,10,10,10,9,10,strict,99
1,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,100,10,10,10,9,9,strict,65
1,1,Apartment,Private room,2,1.5,1,1,Real Bed,17,95,10,10,10,10,9,moderate,100
0,0,Apartment,Private room,2,1,1,1,Real Bed,26,95,10,10,10,9,10,flexible,43
0,1,Apartment,Entire home/apt,3,1,1,1,Real Bed,22,92,9,10,10,9,9,strict,65
0,0,House,Private room,2,1,1,1,Real Bed,18,97,9,10,10,9,9,strict,30
0,1,Apartment,Private room,4,1,1,3,Real Bed,28,86,10,9,9,9,9,moderate,89
0,1,Apartment,Entire home/apt,3,1,0,1,Real Bed,18,92,9,10,10,10,9,flexible,100
0,0,Apartment,Entire home/apt,6,1,3,3,Real Bed,26,78,8,9,8,10,8,strict,200
0,1,Apartment,Entire home/apt,7,2,2,4,Real Bed,12,87,10,9,10,10,9,strict,85
1,0,Apartment,Private room,2,2,1,1,Real Bed,14,99,9,10,10,10,10,moderate,34
1,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,21,98,10,10,10,10,10,flexible,65
0,0,Apartment,Private room,2,1.5,1,1,Real Bed,16,91,10,10,9,9,10,moderate,38
0,0,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,16,88,10,9,9,10,9,flexible,216
0,0,Hotel1,Entire home/apt,3,1,1,2,Real Bed,11,94,10,10,10,9,9,moderate,45
0,1,Apartment,Entire home/apt,4,1,1,3,Real Bed,14,99,10,10,10,10,10,strict,100
0,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,92,9,10,9,10,9,strict,150
0,0,Apartment,Entire home/apt,4,1,2,3,Real Bed,30,87,9,10,9,10,9,strict,99
0,1,House,Private room,1,1,1,1,Real Bed,14,98,9,10,10,10,10,strict,35
1,0,Apartment,Private room,2,1,1,1,Real Bed,11,100,10,10,10,10,10,moderate,65
0,0,Apartment,Entire home/apt,9,4,4,4,Real Bed,10,92,9,9,8,10,10,flexible,379
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,20,85,9,8,9,10,9,moderate,80
0,1,Apartment,Entire home/apt,6,1,3,3,Real Bed,23,83,9,8,9,10,8,flexible,325
1,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,98,10,10,10,9,9,flexible,65
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,19,84,9,10,10,10,9,strict,68
1,0,Apartment,Entire home/apt,6,2,3,5,Real Bed,12,100,10,10,10,10,10,moderate,145
1,0,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,16,100,10,10,10,10,10,moderate,220
0,0,House,Private room,2,2,1,2,Real Bed,11,87,8,9,10,9,9,strict,35
0,0,Apartment,Private room,3,1,1,2,Real Bed,14,95,10,9,10,9,9,flexible,39
1,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,44,96,10,10,10,10,10,strict,100
0,0,Apartment,Entire home/apt,6,1,2,2,Real Bed,14,86,9,9,9,9,9,strict,139
0,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,10,86,9,10,9,9,8,flexible,100
0,0,House,Private room,2,1.5,1,1,Real Bed,16,78,8,9,9,9,9,moderate,45
0,1,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,25,88,8,9,9,9,9,flexible,100
1,0,House,Private room,2,1,1,1,Real Bed,13,100,10,10,10,10,10,flexible,59
0,0,House,Entire home/apt,5,1,3,3,Real Bed,13,97,10,10,10,10,10,moderate,120
0,0,House,Private room,2,1,1,1,Real Bed,15,99,10,10,10,10,10,flexible,35
0,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,11,93,10,9,9,9,9,moderate,135
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,10,93,9,10,10,10,10,flexible,80
1,0,Apartment,Entire home/apt,4,2,2,4,Real Bed,22,99,9,10,10,9,9,strict,120
1,1,House,Private room,1,1.5,1,1,Real Bed,26,100,10,10,10,10,10,moderate,59
0,0,Apartment,Entire home/apt,6,2,3,3,Real Bed,20,91,9,8,9,10,9,strict,600
0,1,Apartment,Entire home/apt,4,1,2,3,Real Bed,13,83,8,10,10,9,9,strict,80
1,0,House,Private room,1,1,1,1,Real Bed,18,98,10,10,10,10,10,flexible,31
0,1,Apartment,Entire home/apt,4,2,2,2,Real Bed,15,83,10,9,9,10,8,strict,290
1,0,Apartment,Private room,2,1,1,1,Real Bed,32,100,10,10,10,10,10,moderate,35
0,0,Luxury,Entire home/apt,5,1,2,3,Real Bed,11,98,10,10,10,9,10,strict,85
0,0,Apartment,Private room,2,1,1,1,Real Bed,26,95,8,10,10,9,10,flexible,30
0,0,House,Entire home/apt,2,1,1,0,Real Bed,14,93,10,10,10,10,9,strict,69
0,0,Apartment,Entire home/apt,4,1,1,1,Real Bed,13,94,9,9,10,10,8,strict,150
1,0,Apartment,Entire home/apt,4,1,1,1,Real Bed,17,96,9,10,10,10,9,moderate,130
0,0,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,11,90,9,10,9,10,9,moderate,150
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,31,93,10,10,10,10,9,strict,190
0,1,Apartment,Private room,4,1,1,3,Real Bed,31,92,10,9,10,9,10,moderate,79
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,10,96,10,10,10,9,9,strict,165
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,19,93,10,9,10,10,9,strict,150
0,0,Apartment,Entire home/apt,4,1,0,2,Real Bed,11,93,9,9,9,9,9,flexible,149
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,24,95,10,10,10,10,9,strict,190
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,11,91,9,9,9,10,9,strict,165
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,19,94,10,9,10,10,9,strict,165
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,11,89,10,9,10,10,10,strict,165
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,24,93,10,10,10,9,9,strict,165
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,29,93,10,9,10,10,9,strict,165
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,13,95,10,10,10,10,9,strict,150
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,17,89,10,9,9,10,9,strict,150
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,13,97,10,10,10,10,10,strict,150
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,17,92,10,10,10,10,10,strict,150
